Number of Vehicles,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,Accident Year,Age Group of Casualty,Time Period
1,2010-02-05,2045,Dry,Darkness: street lights present and lit,Fog or mist – if hazard,Pedestrian,Serious,Male,19,Car,2010,Adult,Night
1,2010-02-05,1610,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car,2010,Child,Noon
2,2010-02-05,1424,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Goods vehicle 3.5 tonnes mgw and under,2010,Adult,Noon
2,2010-02-05,1424,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Goods vehicle 3.5 tonnes mgw and under,2010,Adult,Noon
3,2010-02-05,610,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,37,Motorcycle over 50cc and up to 125cc,2010,Adult,Daytime
3,2010-02-06,2041,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,61,Car,2010,Adult,Night
2,2010-02-06,1727,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,30,Pedal cycle,2010,Adult,Noon
2,2010-02-06,1435,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,42,Motorcycle over 500cc,2010,Adult,Noon
1,2010-02-07,1,Dry,Darkness: street lighting unknown,Unknown,Pedestrian,Serious,Female,34,Taxi/Private hire car,2010,Adult,Midnight
1,2010-02-07,150,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,57,Car,2010,Adult,Midnight
1,2010-02-07,150,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,26,Car,2010,Adult,Midnight
2,2010-02-07,1250,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63,Pedal cycle,2010,Adult,Noon
2,2010-02-08,1030,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,57,Car,2010,Adult,Daytime
3,2010-02-08,2309,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car,2010,Adult,Night
2,2010-02-08,1521,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Car,2010,Adult,Noon
1,2010-02-08,1621,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,45,Bus or coach (17 or more passenger seats),2010,Adult,Noon
1,2010-02-08,1243,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,39,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-02-08,1800,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47,Motorcycle over 50cc and up to 125cc,2010,Adult,Noon
2,2010-02-08,1858,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car,2010,Adult,Night
2,2010-02-08,1858,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car,2010,Adult,Night
2,2010-02-08,1858,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car,2010,Adult,Night
1,2010-02-09,710,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,24,Car,2010,Adult,Daytime
2,2010-02-09,1525,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car,2010,Adult,Noon
2,2010-02-09,830,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car,2010,Adult,Daytime
1,2010-02-09,2159,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,17,Car,2010,Child,Night
1,2010-02-09,2159,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car,2010,Adult,Night
1,2010-02-09,2159,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,14,Car,2010,Child,Night
1,2010-02-09,2159,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,15,Car,2010,Child,Night
1,2010-02-09,2015,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,16,Car,2010,Child,Night
2,2010-02-09,930,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car,2010,Adult,Daytime
2,2010-02-09,820,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car,2010,Adult,Daytime
2,2010-02-09,820,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,33,Car,2010,Adult,Daytime
1,2010-02-10,1755,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,13,Car,2010,Child,Noon
1,2010-02-10,130,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car,2010,Adult,Midnight
2,2010-02-10,1310,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Bus or coach (17 or more passenger seats),2010,Elderly,Noon
2,2010-02-10,1310,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Bus or coach (17 or more passenger seats),2010,Adult,Noon
1,2010-02-10,1845,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,10,Car,2010,Child,Night
2,2010-02-10,850,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car,2010,Adult,Daytime
2,2010-02-10,850,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Car,2010,Adult,Daytime
2,2010-02-10,850,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Car,2010,Adult,Daytime
1,2010-02-10,1310,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,59,Car,2010,Adult,Noon
1,2010-02-10,1620,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,20,Motorcycle over 50cc and up to 125cc,2010,Adult,Noon
1,2010-02-10,1620,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc,2010,Adult,Noon
1,2010-02-10,42,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,20,Car,2010,Adult,Midnight
2,2010-02-11,700,Frost/ Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Motorcycle over 500cc,2010,Adult,Daytime
2,2010-02-11,1225,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car,2010,Adult,Noon
2,2010-02-11,1225,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Goods vehicle 3.5 tonnes mgw and under,2010,Adult,Noon
2,2010-02-11,1225,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Car,2010,Adult,Noon
1,2010-02-11,735,Frost/ Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Motorcycle over 50cc and up to 125cc,2010,Adult,Daytime
1,2010-02-11,935,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats),2010,Adult,Daytime
1,2010-02-11,1643,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,26,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-02-11,910,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car,2010,Adult,Daytime
1,2010-02-11,2100,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,46,Car,2010,Adult,Night
1,2010-02-11,1620,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,45,Car,2010,Adult,Noon
3,2010-02-11,1447,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Other Vehicle ,2010,Adult,Noon
3,2010-02-11,1447,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Other Vehicle ,2010,Adult,Noon
3,2010-02-11,1447,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,75,Other Vehicle ,2010,Elderly,Noon
3,2010-02-11,1447,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,80,Other Vehicle ,2010,Elderly,Noon
2,2010-02-11,1745,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,20,Car,2010,Adult,Noon
1,2010-02-11,1935,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Car,2010,Adult,Night
1,2010-02-11,1935,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Car,2010,Adult,Night
2,2010-02-12,1745,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,59,Car,2010,Adult,Noon
2,2010-02-12,1745,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under,2010,Child,Noon
2,2010-02-12,645,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,58,Car,2010,Adult,Daytime
3,2010-02-12,1030,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car,2010,Adult,Daytime
2,2010-02-12,1601,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car,2010,Adult,Noon
2,2010-02-12,1601,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-02-12,1431,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,40,Car,2010,Adult,Noon
2,2010-02-12,1107,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55,Car,2010,Adult,Daytime
1,2010-02-13,2145,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Car,2010,Adult,Night
1,2010-02-13,1740,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,33,Car,2010,Adult,Noon
1,2010-02-13,2050,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,22,Car,2010,Adult,Night
1,2010-02-13,1202,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-02-14,1805,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,41,Motorcycle over 500cc,2010,Adult,Night
2,2010-02-14,1805,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car,2010,Adult,Night
1,2010-02-14,1345,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,56,Motorcycle over 500cc,2010,Adult,Noon
2,2010-02-14,1953,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Car,2010,Adult,Night
2,2010-02-14,1953,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,17,Car,2010,Child,Night
2,2010-02-14,1953,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,11,Car,2010,Child,Night
2,2010-02-14,1953,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,43,Car,2010,Adult,Night
1,2010-02-14,1741,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,18,Taxi/Private hire car,2010,Adult,Noon
1,2010-02-14,1741,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Taxi/Private hire car,2010,Adult,Noon
2,2010-02-14,1220,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Motorcycle over 50cc and up to 125cc,2010,Adult,Noon
1,2010-02-15,1815,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,12,Car,2010,Child,Night
1,2010-02-15,1815,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,42,Car,2010,Adult,Night
2,2010-02-15,2205,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,24,Car,2010,Adult,Night
3,2010-02-15,1542,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,61,Car,2010,Adult,Noon
2,2010-02-15,1725,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,42,Car,2010,Adult,Noon
2,2010-02-15,1725,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,35,Car,2010,Adult,Noon
2,2010-02-15,1725,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,57,Car,2010,Adult,Noon
2,2010-02-15,1500,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car,2010,Adult,Noon
2,2010-02-15,1500,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,Car,2010,Child,Noon
1,2010-02-16,2110,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Car,2010,Adult,Night
1,2010-02-16,1329,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car,2010,Adult,Noon
1,2010-02-16,1329,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,15,Car,2010,Child,Noon
1,2010-02-16,1329,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16,Car,2010,Child,Noon
3,2010-02-16,1040,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car,2010,Adult,Daytime
3,2010-02-16,1040,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Taxi/Private hire car,2010,Adult,Daytime
2,2010-02-16,5,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,37,Car,2010,Adult,Midnight
2,2010-02-16,850,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,67,Car,2010,Elderly,Daytime
1,2010-02-17,805,Frost/ Ice,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Male,22,Motorcycle over 50cc and up to 125cc,2010,Adult,Daytime
1,2010-02-17,2115,Wet / Damp,Darkness: street lights present and lit,Snowing without high winds,Pedestrian,Slight,Male,32,Car,2010,Adult,Night
1,2010-02-17,1310,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23,Car,2010,Adult,Noon
2,2010-02-17,1224,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car,2010,Adult,Noon
2,2010-02-17,1224,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car,2010,Child,Noon
2,2010-02-17,1224,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Car,2010,Child,Noon
2,2010-02-17,1224,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,4,Car,2010,Child,Noon
2,2010-02-17,1224,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,31,Car,2010,Adult,Noon
2,2010-02-17,1224,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,6,Car,2010,Child,Noon
2,2010-02-18,1838,Wet / Damp,Darkness: street lights present and lit,Snowing without high winds,Driver,Slight,Male,21,Pedal cycle,2010,Adult,Night
2,2010-02-18,1434,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Car,2010,Adult,Noon
1,2010-02-18,1450,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,51,Taxi/Private hire car,2010,Adult,Noon
1,2010-02-18,1450,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,28,Taxi/Private hire car,2010,Adult,Noon
2,2010-02-18,1444,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Car,2010,Adult,Noon
2,2010-02-18,1650,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,2010,Adult,Noon
1,2010-02-18,2115,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,32,Car,2010,Adult,Night
2,2010-02-18,1530,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,4,Car,2010,Child,Noon
2,2010-02-18,1722,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver,Slight,Male,50,Goods vehicle 7.5 tonnes mgw and over,2010,Adult,Noon
1,2010-02-19,1630,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,22,Car,2010,Adult,Noon
2,2010-02-19,1810,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,36,Car,2010,Adult,Night
2,2010-02-19,1045,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,74,Car,2010,Elderly,Daytime
2,2010-02-19,1956,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,50,Car,2010,Adult,Night
2,2010-02-19,1956,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,46,Car,2010,Adult,Night
1,2010-02-20,2130,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,32,Car,2010,Adult,Night
2,2010-02-20,1245,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car,2010,Adult,Noon
